               Tiempo                    Angulo                PosicionX                PosicionY                 Vel.ang.
   0.0000000000000000       0.20000000000000001        1.9469594417916001       -9.6046524628441681        0.0000000000000000             
   4.0000000000000001E-002  0.19985062999151848        1.9469594417916001       -9.6046524628441681       -7.2301432468135519E-003        
   8.0000000000000002E-002  0.19944053758289440        1.9455247730574028       -9.6049431730448021       -1.3039303839183509E-002        
  0.12000000000000000       0.19882616171005915        1.9415856952922022       -9.6057402103032494       -1.7447952013224823E-002        
  0.16000000000000000       0.19806306887752703        1.9356837942042953       -9.6069312607541271       -2.0479224285125469E-002        
  0.20000000000000001       0.19720584830017676        1.9283522509434323       -9.6084055699310191       -2.2158833435455827E-002        
  0.24000000000000002       0.19630801069021059        1.9201150204793769       -9.6100550627001873       -2.2514976252511493E-002        
  0.28000000000000003       0.19542189078041089        1.9114859788552780       -9.6117751405575280       -2.1578238964259418E-002        
  0.32000000000000001       0.19459855367716233        1.9029680441918748       -9.6134651724955322       -1.9381500312643584E-002        
  0.35999999999999999       0.19388770513801520        1.8950522775230827       -9.6150286981087376       -1.5959832251459024E-002        
  0.39999999999999997       0.19333760586874676        1.8882169702045000       -9.6163733638743327       -1.1350398277581261E-002        
  0.43999999999999995       0.19299498993392297        1.8829267248149069       -9.6174106155959578       -5.5923494332080752E-003        
  0.47999999999999993       0.19290498737293421        1.8796315362364113       -9.6180551718102318        1.2732819575707694E-003        
  0.51999999999999991       0.19311105111048760        1.8787658790274449       -9.6182243045066400        9.2036907322707411E-003        
  0.55999999999999994       0.19365488824673677        1.8807478063739056       -9.6178369547845719        1.8154409409860905E-002        
  0.59999999999999998       0.19457639580779679        1.8859780648985984       -9.6168127120538927        2.8079420669781849E-002        
  0.64000000000000001       0.19591360103251443        1.8948392285080535       -9.6150706860691884        3.8931271664268810E-002        
  0.68000000000000005       0.19770260626623384        1.9076948533361240       -9.6125283014696450        5.0661190034047794E-002        
  0.72000000000000008       0.19997753852708938        1.9248886547777557       -9.6091000445779464        6.3219201497576857E-002        
  0.76000000000000012       0.20277050380522579        1.9467437066593702       -9.6046961919980660        7.6554248887598819E-002        
  0.80000000000000016       0.20611154615041374        1.9735616618213745       -9.5992215500523201        9.0614312514976827E-002        
  0.84000000000000019       0.21002861159888001        2.0056219928405681       -9.5925742333241413       0.10534653174756886             
  0.88000000000000023       0.21454751698584631        2.0431812513321512       -9.5846445095373678       0.12069732770012692             
  0.92000000000000026       0.21969192368626544        2.0864723442675404       -9.5753137367193730       0.13661252693869227             
  0.96000000000000030       0.22548331632250027        2.1357038260384189       -9.5644534170774698       0.15303748610850498             
   1.0000000000000002       0.23194098647411454        2.1910592055903484       -9.5519243902785256       0.16991721739690432             
   1.0400000000000003       0.23908202142138402        2.2526962688301619       -9.5375761868725686       0.18719651474100504             
   1.0800000000000003       0.24692129795041129        2.3207464176579022       -9.5212465604524716       0.20482008068316543             
   1.1200000000000003       0.25547148124361690        2.3953140283533476       -9.5027612148034990       0.22273265376466017             
   1.1600000000000004       0.26474302887463735        2.4764758336163499       -9.4819337397766184       0.24087913632898536             
   1.2000000000000004       0.27474419992102739        2.5642803342676936       -9.4585657669272454       0.25920472258053778             
   1.2400000000000004       0.28548106920136673        2.6587472484041981       -9.4324473531052959       0.27765502671196912             
   1.2800000000000005       0.29695754663514462        2.7598670076034968       -9.4033575971746242       0.29617621087452856             
   1.3200000000000005       0.30917540171388680        2.8676003115216457       -9.3710654918937042       0.31471511272066799             
   1.3600000000000005       0.32213429306017016        2.9818777538494299       -9.3353310097231095       0.33321937219786113             
   1.4000000000000006       0.33583180303724802        3.1025995340197796       -9.2959064179616320       0.35163755721802098             
   1.4400000000000006       0.35026347735584301        3.2296352702199354       -9.2525378151808404       0.36991928776937749             
   1.4800000000000006       0.36542286960616083        3.3628239300930103       -9.2049668774631570       0.38801535797871722             
   1.5200000000000007       0.38130159062231611        3.5019738959557292       -9.1529327994935414       0.40587785557318751             
   1.5600000000000007       0.39788936256318902        3.6468631813626744       -9.0961744121592858       0.42346027813428727             
   1.6000000000000008       0.41517407756836744        3.7972398153730476       -9.0344324550325616       0.44071764548414577             
   1.6400000000000008       0.43314186082048189        3.9528224098974030       -8.9674519790079117       0.45760660749772225             
   1.6800000000000008       0.45177713781618639        4.1133009240067606       -8.8949848515084700       0.47408554659610425             
   1.7200000000000009       0.47106270561763769        4.2783376370784323       -8.8167923341291274       0.49011467414752685             
   1.7600000000000009       0.49097980782501166        4.4475683401515580       -8.7326477004217651       0.50565611998580051             
   1.8000000000000009       0.51150821297885973        4.6206037519073355       -8.6423388598145046       0.52067401425204263             
   1.8400000000000010       0.53262629606950718        4.7970311623274062       -8.5456709524565593       0.53513456077618793             
   1.8800000000000010       0.55431112279981820        4.9764163033872464       -8.4424688791479490       0.54900610124061477             
   1.9200000000000010       0.57653853621812801        5.1583054421928267       -8.3325797304942650       0.56225916940989418             
   1.9600000000000011       0.59928324531060018        5.3422276878626214       -8.2158750800528857       0.57486653476826399             
   2.0000000000000009       0.62251891511734514        5.5276974992974353       -8.0922531075257957       0.58680323497962716             
   2.0400000000000009       0.64621825791494036        5.7142173768773556       -7.9616405200054636       0.59804659667291127             
   2.0800000000000010       0.67035312499009791        5.9012807171907546       -7.8239942418762425       0.60857624415730016             
   2.1200000000000010       0.69489459851564084        6.0883748062456160       -7.6793028471778397       0.61837409578554248             
   2.1600000000000010       0.71981308303112357        6.2749839233441040       -7.5275877119946637       0.62742434780726430             
   2.2000000000000011       0.74507839602671633        6.4605925250133236       -7.3689038686728701       0.63571344568564103             
